,0,1,2,3,4,5
217,1,500,218,"[9.26867171731802, 17.20260123410126, 15.261989302392628]",14,"[(7.7073787561068094, 17.752318523060595, 16.980283021116115), (9.061151242176114, 15.676050917144124, 17.7053043593536), (11.899852992729079, 17.266766588318344, 14.45913945713249), (7.35225282714222, 14.813435658309501, 14.303285124327212), (10.529464220846927, 13.95415399123751, 15.130463708864847), (9.457770702163662, 15.705296740151432, 12.745781390879364), (7.876584178013748, 21.08762334857091, 16.809829127783562), (11.761848932596454, 19.269885121159607, 15.411790249012014), (12.642510962317829, 17.338585487260808, 16.40406770427065), (12.01589327511738, 16.59916385651393, 18.235440124626013), (7.032162998196868, 18.56452680872706, 13.516954601027804), (9.662741900630179, 17.835640253435336, 18.36372429804632), (7.0567807322636975, 15.01464798297695, 17.755135388601524), (8.71514060058387, 19.70845044698494, 12.844629236944083)]"
218,1,500,219,"[15.278622490828747, 0.5914171772567535, 14.147440548904058]",13,"[(16.310870175773236, 4.149484426653199, 13.980805939202742), (20.392008436006705, 2.597396344439649, 16.423727286262114), (19.116104686067498, 1.8836131426156757, 13.929698987328424), (13.808269362556988, 2.437035280260646, 7.079982502421517), (16.097503076210295, 2.435586797927072, 16.811861212497146), (17.216869236489284, 1.6986275108414297, 14.895239843424187), (12.896632407516812, 0.9849844487711144, 14.494573848039124), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (17.063638884034532, 2.625246131839317, 11.30105895947244), (14.27474479393727, 1.7966485155637635, 12.79973843024839), (14.573561740655746, 1.036929259015127, 16.321427382979884), (9.972958983521435, 1.5451132591066619, 15.948895645422343), (11.804832731973828, 0.9667937348888634, 9.172314600097518)]"
219,1,500,220,"[22.6349085934094, 19.721330083619048, 8.8049203498855]",13,"[(17.824286183314427, 20.263867851125152, 9.778457454229168), (21.657327096610953, 20.746671774385128, 6.667744538962008), (22.18626117800325, 18.6470757877391, 6.340992920869367), (20.847354985029774, 17.02055086664699, 12.420847355569796), (18.72756046866427, 18.754550169380447, 12.910519566467242), (21.225373174193475, 17.10771428259479, 9.468255974942164), (23.39252159047585, 20.39247851936021, 12.348461092692789), (20.085619067764537, 18.08132716597848, 7.271390375621), (20.12204229592246, 22.240528731683472, 8.876213978714226), (23.455086049071415, 16.810572356414973, 7.50811547347036), (23.123106400346867, 18.012851486610156, 12.136580534936193), (20.127575736594242, 22.345328465274207, 12.6143552712428), (25.60194494600361, 16.96079876046841, 12.143419143073102)]"
220,1,500,221,"[4.91586433518716, 15.948244837578642, 9.086711478487123]",13,"[(3.9353704411448156, 18.46626803008536, 6.852564059789246), (3.959099653364423, 17.763028446561133, 8.895232059957715), (7.9849671181794335, 13.779664701381083, 10.182475062529841), (2.5405445524075545, 14.402036786728786, 8.573668401840248), (7.054589649540936, 17.319158069216765, 7.6134052151051455), (5.930502777688676, 17.66650366184715, 11.276957147254722), (8.767516114924883, 16.64324160024451, 10.629739549702153), (3.375434005298375, 16.402598535674546, 12.896929356051173), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (5.6219223935647, 19.086943759427985, 9.881547863609741), (5.957112478019061, 12.002334626345652, 10.307107103611953), (8.97797548994094, 15.542024323311823, 8.455465623320695), (3.856680560294712, 14.575990646960657, 10.213226248506961)]"
221,1,500,222,"[22.728246976692258, 8.212940153677906, 19.56436308083241]",11,"[(20.180021162473977, 9.433677420666191, 19.011082933107428), (23.64844221200408, 8.719789772930914, 16.22613150269414), (19.169347934282168, 9.487450112124984, 23.345588225090786), (22.38785215580512, 5.876676241432987, 18.740448462280362), (20.176727000330892, 11.27162974379307, 24.200790428139094), (21.235711049363083, 10.282369078890088, 21.380707653568948), (24.766047895909107, 10.78635424205786, 19.26304529354634), (25.56558033128585, 10.675555984505136, 17.225757884785278), (19.73983495423075, 6.409945603762091, 20.234440905321883), (20.13488785288593, 6.914912897627089, 17.609364259464694), (22.855135177700294, 9.734050888017565, 18.025513375444117)]"
222,1,500,223,"[16.956533973045573, 11.369994633428695, 8.718758955194804]",15,"[(19.66748048024151, 13.70763285020259, 10.255750668200202), (16.70828029922483, 13.868553757227511, 11.318761265247739), (16.43352382225934, 12.468025018324308, 4.196829173181542), (18.152739622301613, 12.524423223506952, 6.550989007475558), (13.65685056198016, 11.048824864161592, 5.017540741661802), (17.518626929335092, 10.662287015587191, 11.230259559034565), (16.712563332026047, 9.682526751788824, 4.921354864815775), (17.139653149037702, 9.156787060988693, 7.480438788582672), (20.440245535274812, 11.036472663246151, 9.776290277461868), (14.853137396184435, 10.618412896966946, 8.950511606720433), (15.995466832722634, 9.288209280912088, 11.281722822424095), (18.36147867009802, 13.46595673647391, 8.40211455523821), (15.47002847557345, 8.053766190697301, 9.291333957417832), (19.17729015481401, 9.343498286832169, 9.661327700455933), (14.57633673313276, 12.83378753547708, 8.647803630146877)]"
223,1,500,224,"[13.140885522330814, 8.444910472332186, 22.347333815401036]",12,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (11.21018269622678, 8.135854042108154, 19.839234632974627), (14.650817381814633, 9.834485805693328, 18.767207328199458), (11.842200971190751, 10.401468439916158, 25.140237710123877), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (13.091735444417093, 6.424234074537233, 22.012815127784158), (13.404831314348229, 6.995561126926332, 19.94621769365148), (16.432070741067204, 7.454024878204126, 24.461289372423227), (14.752745336606898, 9.706572742718624, 22.06830238846661), (11.366539954395222, 10.94673075041619, 21.38205897791956), (13.748699851974033, 8.571729218742943, 25.26429958723332), (15.946628917574778, 6.829661514073394, 21.940992323691344)]"
224,1,500,225,"[25.109942873544544, 15.24392939877717, 18.247294177254865]",12,"[(23.57963811014171, 16.616058143753314, 15.613664162012148), (22.97458572448888, 12.565366227497387, 16.696583884770142), (22.57377742260034, 17.835400945682462, 21.421319414114322), (25.314661409199456, 15.331473642420109, 15.191228458909908), (23.05782913242976, 15.825182429114351, 17.941162655944975), (25.60194494600361, 16.96079876046841, 12.143419143073102), (22.030304069287418, 17.61073580947065, 19.0455294203905), (24.766047895909107, 10.78635424205786, 19.26304529354634), (25.56558033128585, 10.675555984505136, 17.225757884785278), (21.961021711660234, 15.874250410738714, 20.815077703605255), (23.960404189730042, 13.782835587191864, 19.161723794945182), (24.23809061180379, 18.64636474903002, 18.27621788717011)]"
225,1,500,226,"[4.703472919785406, 10.117632606750963, 17.193138740832865]",15,"[(6.186881162546861, 10.676319262173244, 15.372444664104366), (8.360126422847854, 9.86036648051567, 17.174122119586016), (4.8502517194607, 7.044355272510054, 21.084504978357387), (3.157480120713668, 8.357577972198035, 17.33168052798572), (6.769706760452417, 7.897405523404552, 15.809813447182064), (7.337626832827738, 13.180951746909725, 16.50317245086766), (1.3620102203136444, 10.084079147444964, 17.70653305821235), (2.1613351273846013, 11.969571531273747, 17.279285904264327), (2.234465220892011, 11.31408088477079, 19.85098379141025), (6.652089269604095, 8.728956088142747, 18.416212334315873), (3.7353194629956463, 11.082161150248092, 21.78162069073961), (3.3540999028779943, 9.873082660894005, 14.691653727298013), (4.4384666155083226, 11.763052471580986, 18.5663871761907), (5.946523880455317, 10.839593191893451, 21.25935581080688), (3.5980933853024593, 6.9082936148232825, 15.257273019714974)]"
226,1,500,227,"[11.21018269622678, 8.135854042108154, 19.839234632974627]",15,"[(8.360126422847854, 9.86036648051567, 17.174122119586016), (14.650817381814633, 9.834485805693328, 18.767207328199458), (10.610911995356071, 11.733354896087828, 19.159996695582972), (10.224691419758889, 11.555764334397328, 16.802554103047868), (12.767089355541104, 5.0726493037389675, 19.34409686940478), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (8.734503320980352, 9.56543256145961, 20.891302662842897), (13.495942658776848, 8.434574945985837, 17.908653453636873), (13.091735444417093, 6.424234074537233, 22.012815127784158), (9.390370402715545, 7.540857965559076, 18.599401574042005), (13.404831314348229, 6.995561126926332, 19.94621769365148), (9.85214563509197, 7.973155101348114, 15.763250863825625), (11.366539954395222, 10.94673075041619, 21.38205897791956), (11.99221104622933, 5.696287382555187, 16.55758225943732), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
227,1,500,228,"[3.9353704411448156, 18.46626803008536, 6.852564059789246]",16,"[(1.8956816602192348, 13.384507290061181, 6.956364774970905), (6.941439520993351, 20.02045329026919, 6.530043006871796), (0.9271126768237665, 15.727809533786031, 9.881788008980312), (3.959099653364423, 17.763028446561133, 8.895232059957715), (8.824788818401045, 21.919593016473957, 5.398568067183219), (4.37744864363337, 22.36392910558984, 13.26552833251089), (4.91586433518716, 15.948244837578642, 9.086711478487123), (2.5405445524075545, 14.402036786728786, 8.573668401840248), (7.054589649540936, 17.319158069216765, 7.6134052151051455), (7.865572524670267, 23.31779260913582, 9.384228005415608), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (5.4562602717923285, 14.434540896740323, 3.364880982617621), (6.878282644017813, 16.856235504017068, 2.8097917739156792), (4.988105802233724, 19.783588900165295, 7.94851490064831), (8.638161639780105, 17.862305454733868, 1.9183748921948005), (2.266945139123361, 18.84326138752248, 10.860204174789923)]"
228,1,500,229,"[22.18626117800325, 18.6470757877391, 6.340992920869367]",10,"[(21.657327096610953, 20.746671774385128, 6.667744538962008), (21.225373174193475, 17.10771428259479, 9.468255974942164), (20.332358292577123, 16.56880334848897, 4.232236189246683), (21.546305132509193, 15.267707636196665, 3.190039200315754), (20.239995615841444, 21.23206054259192, 5.310406006107109), (19.84571316353608, 14.757186724718645, 6.212299070134025), (18.27417614226025, 17.612869785624277, 5.661994552626001), (23.455086049071415, 16.810572356414973, 7.50811547347036), (22.6349085934094, 19.721330083619048, 8.8049203498855), (20.085619067764537, 18.08132716597848, 7.271390375621)]"
229,1,500,230,"[16.228634910222723, 10.837765897198688, 20.526184315286066]",13,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (15.509232096012127, 12.250432979046684, 18.78472264262787), (14.650817381814633, 9.834485805693328, 18.767207328199458), (18.853902345150395, 10.424400252435833, 20.161386581364617), (14.495297706001251, 14.54623363587662, 20.1646867571205), (18.57881002763561, 12.69106263400491, 18.710887040416836), (16.94741708984721, 9.07270260589555, 22.253649599993665), (18.499308984301873, 11.46544570770337, 22.05569799243133), (15.920462006287599, 10.132914417217844, 23.708964929820016), (14.752745336606898, 9.706572742718624, 22.06830238846661), (17.376093892204988, 7.044922406947557, 18.824633541410186), (11.366539954395222, 10.94673075041619, 21.38205897791956), (16.077940287776524, 12.419457693779362, 23.92563659110006)]"
230,1,500,231,"[10.78225344587523, 2.0427352628060294, 6.653983561766031]",13,"[(13.808269362556988, 2.437035280260646, 7.079982502421517), (11.8535911573978, 4.380142426076101, 5.932507488671092), (6.577737648786026, 2.011434880496401, 11.402174731331986), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (9.45465988517179, 6.146984703590558, 2.75099327439276), (10.12043134303882, 3.363728543993377, 8.495278112744753), (5.854765375754171, 4.933398323098635, 8.127818080837754), (8.997878446771711, 2.5829752171482445, 11.07847383560557), (3.6881086305060475, 6.5478795792770965, 7.527976514144079), (11.26699939180856, 4.358679958570106, 3.673038351702487), (11.804832731973828, 0.9667937348888634, 9.172314600097518), (12.356557920554362, 3.83863429354993, 8.883871698264423), (8.090009988611293, 4.827821457841861, 5.975585110262062)]"
231,1,500,232,"[11.209971989974886, 13.870661903949383, 5.760257933166271]",17,"[(10.513020951127135, 11.393119291716264, 5.0994865747947715), (8.231792462316925, 16.108573645371063, 4.513164939778696), (13.65685056198016, 11.048824864161592, 5.017540741661802), (12.463895077252406, 15.722463211523579, 5.653573498114054), (6.78812322161519, 13.802189184873868, 4.75014236775703), (14.785706767317377, 15.779590013262702, 4.205388717921292), (7.89288692517149, 12.646720875592125, 7.246237363970902), (11.200193540811975, 13.513150260295976, 3.5815720831944815), (9.37593598178334, 15.85121900996305, 6.478168180123153), (13.17097717907879, 11.471020365094494, 7.743927492066684), (9.342981907423505, 15.090593501046921, 2.7043708555513586), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (12.297623395016148, 14.309807989873491, 9.26729040346871), (11.646216832119332, 12.80761984084087, 7.8676097424410845), (14.57633673313276, 12.83378753547708, 8.647803630146877), (9.890630813873338, 13.518656678560161, 9.297016268829527), (8.97797548994094, 15.542024323311823, 8.455465623320695)]"
232,1,500,233,"[15.504990729128854, 17.095866033685176, 14.600332348835215]",18,"[(16.70828029922483, 13.868553757227511, 11.318761265247739), (17.241894987383603, 17.450619454634563, 11.982336240311415), (17.683046437002478, 18.328237086650674, 17.45474492037763), (13.622436222835281, 20.294624927717116, 17.90836303179782), (19.055924454214747, 14.849270851287873, 16.163981525085408), (18.72756046866427, 18.754550169380447, 12.910519566467242), (18.36989712054624, 18.889333720412733, 15.309834733462614), (12.390480964532458, 16.314509249850925, 11.800471263670277), (14.066618629777066, 18.68696802573009, 14.055608461948559), (13.489069426481906, 14.82995465216198, 16.168745701861567), (11.899852992729079, 17.266766588318344, 14.45913945713249), (19.438002933855067, 17.21303765753247, 16.026016003335837), (15.505736796559527, 16.65518794097791, 17.273091839221767), (12.642510962317829, 17.338585487260808, 16.40406770427065), (15.20885433614718, 19.410682347469873, 11.343217324835882), (15.5610547761724, 14.520326574317147, 15.765013811199585), (14.200326611569588, 14.53803916013269, 11.202833308136478), (20.185046423091915, 15.2264962674125, 14.033542356461785)]"
233,1,500,234,"[12.767089355541104, 5.0726493037389675, 19.34409686940478]",18,"[(11.21018269622678, 8.135854042108154, 19.839234632974627), (14.059557323479856, 4.350380228009788, 22.968015953879846), (10.39604745942102, 2.835841421159888, 18.545643614737948), (16.097503076210295, 2.435586797927072, 16.811861212497146), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (14.770273127305561, 5.3926935947642605, 21.156402536396513), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (16.549169029206347, 5.318686434456508, 16.700722443291493), (13.495942658776848, 8.434574945985837, 17.908653453636873), (13.091735444417093, 6.424234074537233, 22.012815127784158), (8.323000634745314, 3.8390970550484202, 19.056553121533337), (9.390370402715545, 7.540857965559076, 18.599401574042005), (10.18702132884842, 3.8067313377434377, 21.705834082962266), (13.404831314348229, 6.995561126926332, 19.94621769365148), (14.290400001978043, 2.813391555960826, 19.977923380494875), (11.601589287445442, 2.2130504996618505, 20.155201480353277), (11.99221104622933, 5.696287382555187, 16.55758225943732)]"
234,1,500,235,"[16.206623935840966, 22.247507600460533, 10.584757929035629]",16,"[(15.249718835119424, 19.891448799859614, 6.908360793407607), (17.824286183314427, 20.263867851125152, 9.778457454229168), (16.463870235230345, 24.125620989555124, 11.881954163983686), (16.125991094426148, 18.810519187938734, 9.521118298932219), (14.177467033540442, 22.556969029590192, 10.107569649274197), (16.947363529049465, 24.513661649378253, 7.3610091326044955), (14.300395204202719, 22.924282314512926, 13.164848268351227), (20.12204229592246, 22.240528731683472, 8.876213978714226), (14.630499902361992, 24.570449305111214, 11.097985079011703), (15.0865560046486, 23.576960972649996, 7.488215372350175), (17.55611004262072, 21.427680108771035, 7.091130848274567), (16.926047771248115, 23.028151381781267, 13.6359700527435), (20.127575736594242, 22.345328465274207, 12.6143552712428), (13.62018336646974, 20.613313957996596, 12.442379623519294), (15.20885433614718, 19.410682347469873, 11.343217324835882), (17.498454654610498, 21.070590734674195, 12.341620201265254)]"
235,1,500,236,"[7.9849671181794335, 13.779664701381083, 10.182475062529841]",16,"[(3.856680560294712, 14.575990646960657, 10.213226248506961), (8.158760105591512, 12.52122685675443, 12.141637603093452), (9.406143976123007, 11.226401417223862, 9.4282192927851), (4.716754801705109, 14.88699722088076, 13.300189412697604), (7.35225282714222, 14.813435658309501, 14.303285124327212), (9.457770702163662, 15.705296740151432, 12.745781390879364), (7.89288692517149, 12.646720875592125, 7.246237363970902), (5.930502777688676, 17.66650366184715, 11.276957147254722), (8.767516114924883, 16.64324160024451, 10.629739549702153), (5.220320458149585, 12.709445512471602, 12.673200405847252), (10.462192636934939, 13.518529891832216, 12.783404924882502), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (4.91586433518716, 15.948244837578642, 9.086711478487123), (5.957112478019061, 12.002334626345652, 10.307107103611953), (9.890630813873338, 13.518656678560161, 9.297016268829527), (8.97797548994094, 15.542024323311823, 8.455465623320695)]"
236,1,500,237,"[21.71590463886935, 7.450936257381027, 14.155666713882749]",15,"[(20.984885424248542, 7.52103644697918, 12.267904093745866), (23.604093785821245, 9.443634620103486, 13.844429894323602), (23.934232375604665, 9.131800691930458, 11.13534111407765), (20.926637464631167, 4.4099942068930895, 15.464132486738382), (22.19707226507584, 4.412414785129258, 13.660584503622081), (18.93774386200564, 7.191787077822978, 13.234551278121748), (18.73310787507179, 6.322104849051874, 15.90991127410387), (24.84347182587054, 7.8273695895550235, 14.481723766475131), (23.64844221200408, 8.719789772930914, 16.22613150269414), (21.891222274921837, 10.48026257603084, 12.232138753045675), (18.22955797423778, 8.771696647158477, 15.931751048984056), (22.38785215580512, 5.876676241432987, 18.740448462280362), (24.31579770632278, 6.178632362981409, 11.666307086127523), (21.008122351624255, 9.740909277136886, 14.191351608683725), (20.13488785288593, 6.914912897627089, 17.609364259464694)]"
237,1,500,238,"[20.22813654044723, 6.332409973308851, 8.211283266159072]",11,"[(20.984885424248542, 7.52103644697918, 12.267904093745866), (22.35875713708044, 7.409329389102004, 10.029259193274202), (20.64644492491547, 8.565224083023432, 7.843881860657249), (18.208082244384084, 4.924897934602016, 10.019151297864324), (20.42985567645683, 4.388019828356684, 10.204805387102288), (20.690258210913395, 4.689448281520839, 6.925505062171738), (18.966669446258365, 6.06189312180241, 5.880824553571577), (17.12650364391715, 3.8968539590107234, 7.175422166084301), (22.39454905600269, 8.904435827356352, 4.8006633767723335), (19.17729015481401, 9.343498286832169, 9.661327700455933), (18.58265779018476, 7.494139904244132, 7.739959721611824)]"
238,1,500,239,"[14.785706767317377, 15.779590013262702, 4.205388717921292]",18,"[(16.43352382225934, 12.468025018324308, 4.196829173181542), (13.65685056198016, 11.048824864161592, 5.017540741661802), (11.921082672146346, 14.537493976776346, 0.35245583809883235), (14.666342990434204, 13.034981367285203, 2.4075245081051913), (11.209971989974886, 13.870661903949383, 5.760257933166271), (12.463895077252406, 15.722463211523579, 5.653573498114054), (15.085812440093855, 18.329620708674693, 4.737974047796895), (14.10251371222499, 18.259998639420164, 7.955970167133464), (16.2753612341227, 17.73192730360936, 7.707140757849384), (11.200193540811975, 13.513150260295976, 3.5815720831944815), (13.243355849657839, 18.419192893047022, 5.546871580337165), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (13.316827434733645, 19.2844135897205, 3.414062395259305), (14.355108154466985, 18.676534330015848, 1.68255488072554), (17.81922424595975, 18.252136011086225, 2.2541086676101467), (17.880539308568558, 13.31550899903898, 2.432321764584372), (14.57633673313276, 12.83378753547708, 8.647803630146877), (17.771006361429674, 15.368756815060653, 5.349275189039759)]"
239,1,500,240,"[5.972320044211733, 7.135575204559086, 7.282547624354566]",12,"[(7.816140205285367, 9.255026338601022, 7.560844909516232), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (4.696275296486481, 8.731489751992227, 9.169270513566307), (5.8301450859221235, 8.812538459972513, 3.785618676500642), (4.836185466107736, 6.831902843843952, 10.045024923093429), (7.69977616108985, 8.33067931653457, 9.521789606157684), (9.814062930869229, 6.435989834854993, 7.202225544707952), (5.854765375754171, 4.933398323098635, 8.127818080837754), (4.9676941361612545, 9.438525212323809, 6.504456409252706), (3.6881086305060475, 6.5478795792770965, 7.527976514144079), (9.179382434962168, 8.998289511404305, 6.021247124032736), (8.090009988611293, 4.827821457841861, 5.975585110262062)]"
240,1,500,241,"[9.814062930869229, 6.435989834854993, 7.202225544707952]",15,"[(7.816140205285367, 9.255026338601022, 7.560844909516232), (10.04280874866686, 7.480804369434725, 9.614615781223012), (11.8535911573978, 4.380142426076101, 5.932507488671092), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (10.77639625642787, 5.303230937854408, 9.183765457214903), (10.045275844787438, 6.23601278319726, 5.041668589298231), (13.462013330829455, 6.048043720528843, 8.42645063819452), (12.667002058636939, 7.785378472029135, 6.630484923285971), (7.69977616108985, 8.33067931653457, 9.521789606157684), (5.972320044211733, 7.135575204559086, 7.282547624354566), (5.854765375754171, 4.933398323098635, 8.127818080837754), (9.179382434962168, 8.998289511404305, 6.021247124032736), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (10.12043134303882, 3.363728543993377, 8.495278112744753), (8.090009988611293, 4.827821457841861, 5.975585110262062)]"
241,1,500,242,"[18.22955797423778, 8.771696647158477, 15.931751048984056]",15,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (16.569810068391906, 9.986231945710102, 13.21230443953004), (16.155633795711815, 7.354680693645371, 15.561578281128819), (16.770099235088782, 12.857255966521441, 16.55487837248655), (20.180021162473977, 9.433677420666191, 19.011082933107428), (18.93774386200564, 7.191787077822978, 13.234551278121748), (21.71590463886935, 7.450936257381027, 14.155666713882749), (18.73310787507179, 6.322104849051874, 15.90991127410387), (14.07063013504656, 11.362428127000735, 16.33706227443417), (19.99671152196658, 11.552466575329968, 17.568484825640756), (17.376093892204988, 7.044922406947557, 18.824633541410186), (21.008122351624255, 9.740909277136886, 14.191351608683725), (17.044257063947335, 11.951059506642586, 13.929228309967833), (20.13488785288593, 6.914912897627089, 17.609364259464694), (18.994815173228925, 10.61602710417306, 14.463163910330875)]"
242,1,500,243,"[17.89879006822493, 19.22435455138124, 21.433300019556466]",11,"[(22.57377742260034, 17.835400945682462, 21.421319414114322), (16.583289074396074, 17.60213683365666, 21.63715394474125), (15.79568495918252, 20.199451268447753, 23.1861285980426), (20.54260390844319, 16.491207024011118, 23.67908516683039), (16.72019003363393, 18.706818653497844, 19.796951073618033), (17.90437364533444, 18.135389100037603, 24.686683010042877), (19.391484601369754, 19.04059895370154, 19.553993707486008), (18.53482764003178, 16.419762347347405, 21.96642639746772), (21.758974458273837, 20.20047146329313, 19.675597644114315), (18.853994614366528, 22.12988231908177, 20.57951061146417), (16.782930868286044, 21.64839046273299, 19.50913703647477)]"
243,1,500,244,"[16.947363529049465, 24.513661649378253, 7.3610091326044955]",15,"[(15.954748213931442, 21.652957191979493, 5.686701547736259), (21.657327096610953, 20.746671774385128, 6.667744538962008), (11.919980979306919, 26.25515971196489, 13.181417280914594), (16.463870235230345, 24.125620989555124, 11.881954163983686), (14.437914518766966, 25.58320671673563, 13.391193753593376), (16.206623935840966, 22.247507600460533, 10.584757929035629), (11.695697873139757, 23.85041722285151, 7.051189994269494), (20.239995615841444, 21.23206054259192, 5.310406006107109), (19.372960758550814, 24.46589182591149, 13.025501557586068), (20.12204229592246, 22.240528731683472, 8.876213978714226), (15.476760405112856, 21.60911467810854, 3.4146475061763755), (14.630499902361992, 24.570449305111214, 11.097985079011703), (17.55611004262072, 21.427680108771035, 7.091130848274567), (15.0865560046486, 23.576960972649996, 7.488215372350175), (11.14184865772102, 25.437684447772625, 8.414308727381853)]"
244,1,500,245,"[13.404831314348229, 6.995561126926332, 19.94621769365148]",14,"[(11.21018269622678, 8.135854042108154, 19.839234632974627), (14.650817381814633, 9.834485805693328, 18.767207328199458), (12.767089355541104, 5.0726493037389675, 19.34409686940478), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (14.770273127305561, 5.3926935947642605, 21.156402536396513), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (13.495942658776848, 8.434574945985837, 17.908653453636873), (13.091735444417093, 6.424234074537233, 22.012815127784158), (14.752745336606898, 9.706572742718624, 22.06830238846661), (17.376093892204988, 7.044922406947557, 18.824633541410186), (16.549169029206347, 5.318686434456508, 16.700722443291493), (15.946628917574778, 6.829661514073394, 21.940992323691344), (11.99221104622933, 5.696287382555187, 16.55758225943732), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
245,1,500,246,"[16.372463132026613, 15.722491579103847, 18.904446777175664]",16,"[(18.228716030501502, 15.1565757481695, 18.03807062065711), (19.674463038656306, 14.624932989046739, 20.314297208366007), (17.683046437002478, 18.328237086650674, 17.45474492037763), (15.509232096012127, 12.250432979046684, 18.78472264262787), (16.583289074396074, 17.60213683365666, 21.63715394474125), (19.217724922184924, 14.346517779062756, 22.72844467533031), (14.495297706001251, 14.54623363587662, 20.1646867571205), (16.72019003363393, 18.706818653497844, 19.796951073618033), (16.770099235088782, 12.857255966521441, 16.55487837248655), (18.57881002763561, 12.69106263400491, 18.710887040416836), (19.470807480724805, 17.356317408390417, 18.424568959532394), (15.505736796559527, 16.65518794097791, 17.273091839221767), (18.53482764003178, 16.419762347347405, 21.96642639746772), (13.778062142077959, 17.474243640357205, 20.12514603673999), (15.5610547761724, 14.520326574317147, 15.765013811199585), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
246,1,500,247,"[14.630499902361992, 24.570449305111214, 11.097985079011703]",11,"[(12.287267335299743, 23.605974987082295, 10.050292742425212), (16.463870235230345, 24.125620989555124, 11.881954163983686), (14.437914518766966, 25.58320671673563, 13.391193753593376), (16.206623935840966, 22.247507600460533, 10.584757929035629), (11.919980979306919, 26.25515971196489, 13.181417280914594), (14.177467033540442, 22.556969029590192, 10.107569649274197), (11.92092603181465, 23.497643872190125, 13.424265823445541), (16.947363529049465, 24.513661649378253, 7.3610091326044955), (14.300395204202719, 22.924282314512926, 13.164848268351227), (15.0865560046486, 23.576960972649996, 7.488215372350175), (11.14184865772102, 25.437684447772625, 8.414308727381853)]"
247,1,500,248,"[13.292963516226116, 6.9511576313425065, 13.726639755742179]",15,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (16.569810068391906, 9.986231945710102, 13.21230443953004), (16.155633795711815, 7.354680693645371, 15.561578281128819), (13.569180767089106, 8.782800719314455, 15.317873049490633), (12.924571984656552, 4.054335347415458, 13.381434483464329), (14.966043493139768, 5.797849823850788, 10.40171975754867), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (15.995466832722634, 9.288209280912088, 11.281722822424095), (12.154487520738712, 5.08323195244095, 10.943644355168258), (11.002883937002531, 4.542948391767718, 14.150810229553619), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (13.03876997982843, 11.091220636101303, 10.985933884998218), (15.47002847557345, 8.053766190697301, 9.291333957417832), (11.99221104622933, 5.696287382555187, 16.55758225943732), (14.67126452595511, 5.500621358437915, 12.834855340527783)]"
248,1,500,249,"[22.030304069287418, 17.61073580947065, 19.0455294203905]",13,"[(25.109942873544544, 15.24392939877717, 18.247294177254865), (21.049338249457442, 15.488060288867734, 17.577344867351467), (23.57963811014171, 16.616058143753314, 15.613664162012148), (22.57377742260034, 17.835400945682462, 21.421319414114322), (23.05782913242976, 15.825182429114351, 17.941162655944975), (19.470807480724805, 17.356317408390417, 18.424568959532394), (19.438002933855067, 17.21303765753247, 16.026016003335837), (19.391484601369754, 19.04059895370154, 19.553993707486008), (21.055930057382266, 19.141241308287903, 14.897255392904869), (21.328153007618024, 20.627610679170907, 17.71213819105896), (21.758974458273837, 20.20047146329313, 19.675597644114315), (21.961021711660234, 15.874250410738714, 20.815077703605255), (24.23809061180379, 18.64636474903002, 18.27621788717011)]"
